index_col,content,date,like,place,tags
601,...#남매그램 #예은그램 #도윤그램 #집탈출그램#코로나후유증 #애들이이상해진다 #정신줄놓음 #1호는자꾸 #트로트만좋덴다#맨날춤바람 #2호근황 #어디서주서들엇나#숫자를세고... #음계를부른다....#피아노보낼각#누나랑손잡고다녀라#애들이마니힘든가보다ㅋㅋㅋ#곧나갈수있을꺼야#설마바로물놀이계절이 #안올것이야,2020-03-18,13,,"['#남매그램', '#예은그램', '#도윤그램', '#집탈출그램', '#코로나후유증', '#애들이이상해진다', '#정신줄놓음', '#1호는자꾸', '#트로트만좋덴다', '#맨날춤바람', '#2호근황', '#어디서주서들엇나', '#숫자를세고...', '#음계를부른다....', '#피아노보낼각', '#누나랑손잡고다녀라', '#애들이마니힘든가보다ㅋㅋㅋ', '#곧나갈수있을꺼야', '#설마바로물놀이계절이', '#안올것이야']"
602,👦 여보야 이게뭐야? 도대체 뭘 시킨거니?👩 집에만 있으니깐 자꾸 쇼핑하네? 아직 또 있어 😶늦은시간까지 고생하는 택배아저씨감사합니다👏박카쮸 먹고 힘내세요💪#코로나후유증 #딸래미택배ㅋㅋ #내껀없다는게함정 #밤10시택배도착 #늦은시간까지고생많으세요 #택배기사님감사합니다 #화이팅💪,2020-03-18,21,,"['#코로나후유증', '#딸래미택배ㅋㅋ', '#내껀없다는게함정', '#밤10시택배도착', '#늦은시간까지고생많으세요', '#택배기사님감사합니다', '#화이팅💪']"
603,당황했다가 두려웠다가 짜증났다가 막막했다가 화가났다가 지금은 멍한 상태. 그리고 사이사이 괜찮은 적도 있지만 대체로 이게 뭐지 싶은 나날들의 연속. 일들은 자꾸 주춤거리고 포스트 코로나 시대를 생각하는 요즘. #미증유의사태 #코로나후유증 #포스트코로나 #기도가깊어지는시절 #불면의밤,2020-03-18,0,,"['#미증유의사태', '#코로나후유증', '#포스트코로나', '#기도가깊어지는시절', '#불면의밤']"
604,#코로나스트레스 #코로나후유증#코로나증후군니들도 힘들구나 ㅋ,2020-03-18,0,,"['#코로나스트레스', '#코로나후유증', '#코로나증후군니들도']"
6,#코로나후유증.#삼형제#스마트폰중독#확찐자.#남편#스트레스과다#빚쟁이시작.나는#우울증초기#욕쟁이변신중.#코로나썩꺼져 #제발그만 #코로나 #맞팔 #육아소통 #육아맘 #아들맘,2020-03-19,167,,"['#코로나후유증.', '#삼형제', '#스마트폰중독', '#확찐자.', '#남편', '#스트레스과다', '#빚쟁이시작.나는', '#우울증초기', '#욕쟁이변신중.', '#코로나썩꺼져', '#제발그만', '#코로나', '#맞팔', '#육아소통', '#육아맘', '#아들맘']"
599,"/코로나 여파로 결혼식이나 돌잔치,심지어 장례식까지 사람과 사람사이의오고가는 정이 모두 중단된 듯하다.돌잔치 취소되서 서운한 마음잠시나마 기쁜 선물이 되길 바라며🙏.#가족돌잔치 #이마저취소 #코로나후유증#인륜지대사 #모두취소 #전화위복이되길#돌잔치답례품 #돌답례품 #천연비누답례품 #천연비누선물 #cp비누 #진짜천연비누#비누포장 #선물포장 #뜻깊은선물이되길",2020-03-19,39,,"['#가족돌잔치', '#이마저취소', '#코로나후유증', '#인륜지대사', '#모두취소', '#전화위복이되길', '#돌잔치답례품', '#돌답례품', '#천연비누답례품', '#천연비누선물', '#cp비누', '#진짜천연비누', '#비누포장', '#선물포장', '#뜻깊은선물이되길']"
593,이른 퇴근 후아들 둘이 날뛰는 한가운데에 앉아서여유롭게 아이스아메리카노를 마시며마음만은 여유로운 취이를 즐겨본다동생한테 어떠냐했더니 그냥 그렇다고 한다ㅋ전문성은 떨어지지만 그리는 동안은 평온~그럼됐지모.#니가예술을알아?#재수없음#동생#코로나후유증#한시도가만있지않음#조용히바쁨,2020-03-26,34,,"['#니가예술을알아?', '#재수없음', '#동생', '#코로나후유증', '#한시도가만있지않음', '#조용히바쁨']"
594,..왼쪽부터 민재를 안고 있는 아빠엄마미뉴..#가운데가엄마라는슬픈현실#코로나후유증,2020-03-26,18,,"['#가운데가엄마라는슬픈현실', '#코로나후유증']"
595,#확찐자 이러다가 진짜 굴러다닐듯.#반포쭈꾸미 #돈돌이막창 #확진자 #확찐자 #코로나술상 #코로나확진자 #코로나후유증 #돼지띠맘 #진짜돼지가될지경#원래난이맘때쯤살다뺐어야하는데#스트레스해소는먹는거#맛있다그램 #나중에생각하자🤣,2020-03-26,63,,"['#확찐자', '#반포쭈꾸미', '#돈돌이막창', '#확진자', '#확찐자', '#코로나술상', '#코로나확진자', '#코로나후유증', '#돼지띠맘', '#진짜돼지가될지경', '#원래난이맘때쯤살다뺐어야하는데', '#스트레스해소는먹는거', '#맛있다그램', '#나중에생각하자🤣']"
596,".갈라진 이 자갈 길처럼.다들 너무 예민하고 뾰족해😡.평소와 다름없는 사진 한 장,행동 하나, 말 한마디를 물고 늘어지고.꼬투리 잡으려고 눈에 불을 켜네..나는 코로나바이러스보다.이렇게 서로 헐뜯고 욕하는 세상이.더 무섭고 두렵다..숨 좀 쉬고 싶다.폐가 건강하면 뭐하나..따뜻한 세상까지는 바라지 않아도...제발 🙏.#자갈밭#갈라진길#모두예민해#날카로워#뾰족해#헐뜯기#물어뜯기#무서운세상#공황장애#나도참는중😡#인내심한계#호흡#코로나19#코로나바이러스#코로나후유증#생계위협#두려워말라#마음의평화🙏#모두힘내세요#따뜻함을잃지마세요#따뜻한말한마디#주여🙏#기도할뿐#마인드컨트롤#마음밭#control",2020-03-26,11,,"['#자갈밭', '#갈라진길', '#모두예민해', '#날카로워', '#뾰족해', '#헐뜯기', '#물어뜯기', '#무서운세상', '#공황장애', '#나도참는중😡', '#인내심한계', '#호흡', '#코로나19', '#코로나바이러스', '#코로나후유증', '#생계위협', '#두려워말라', '#마음의평화🙏', '#모두힘내세요', '#따뜻함을잃지마세요', '#따뜻한말한마디', '#주여🙏', '#기도할뿐', '#마인드컨트롤', '#마음밭', '#control']"
597,#꽃놀이는집앞에서#코로나후유증#이상행동중,2020-03-26,20,부산북구만덕동,"['#꽃놀이는집앞에서', '#코로나후유증', '#이상행동중']"
598,<헛짓거리>1000번 저어 만든 계란후라이-계란 2개로만 우선 만들었는데...부드럽고 맛남!!!😍😍400번 저어만든 달고나라떼보다 이게 나음!!!ㅎ엄청부드러운 카스테라 먹는 느낌도 들고~~💜💜에그스크램블 보다 더 부드러운데 겉은 쪼금 더 씹히는 식감-근데 사진찍고 꿀뿌리고 엄빠 부르는 사이에 부피가 반으로 줄었🤦‍♀️🤦‍♀️끝까지 폭신해쥬!!!~~~그리고 누가 한국사람 아니랄까봐 가운게 까지 다 익혀야할것 같은 느낌;;ㅎㅎ담에는 준비물 미리 다챙겨놓고 머랭 더 쫀쫀하게 쳐서 2배합으로 딸기도 얹고 먹어봐야것다!!!💪💪...#일상#무급휴가33일차#헛짓거리#심심해서벌인일#1000번저어만드는계란후라이#코로나후유증#온갖것다만드는#이것도다음주면끝#제발🙏#달고나라떼보다더맛있따##슬기로운집콕생활,2020-03-26,43,,"['#일상', '#무급휴가33일차', '#헛짓거리', '#심심해서벌인일', '#1000번저어만드는계란후라이', '#코로나후유증', '#온갖것다만드는', '#이것도다음주면끝', '#제발🙏', '#달고나라떼보다더맛있따', '#슬기로운집콕생활']"
586,#종이집 #서아집 #서아공간 #아무도못들어감자기가 좋아하는건 죄- 들여놓은 서아집 💟좋아해주니 광클한 보람이 있네 😆#코로나후유증 #택배가많이옴#택배강국대한민국최고🇰🇷,2020-03-27,68,,"['#종이집', '#서아집', '#서아공간', '#아무도못들어감자기가', '#코로나후유증', '#택배가많이옴', '#택배강국대한민국최고🇰🇷']"
587,"#코로나후유증ㆍㆍ계속되는,집콕에인스타에서핫하다는건다 사고보는 애미.... 그에비해,활용시간은............. 5분쨔리쓰레기모으는즁...인가... 진짜,, 얼집보내고 내시간갖고싶돠😂공부도,운동도 이렇게하고싶었던적이있었던가....ㆍㆍㆍ  #이와중에#핑크칠갑#루비마켓#우비#장화#종이집#원형트래이#엄마표놀이#나랑안맞음#막창#혼술",2020-03-27,44,다대 푸르지오 아파트,"['#코로나후유증ㆍㆍ계속되는', '#이와중에', '#핑크칠갑', '#루비마켓', '#우비', '#장화', '#종이집', '#원형트래이', '#엄마표놀이', '#나랑안맞음', '#막창', '#혼술']"
588,호텔 너무너무 가고싶다고 노래를 불러서독채빌라 하나 마련해드림🤣...#자가격리시켜드림#코로나후유증#나도호텔가고싶다#올해는못가겠네 #10세언니들의니즈#코로나개시끼,2020-03-27,13,,"['#자가격리시켜드림', '#코로나후유증', '#나도호텔가고싶다', '#올해는못가겠네', '#10세언니들의니즈', '#코로나개시끼']"
589,⠀ ⠀혼자놀기의 달인 김떠아 👧🏻혼자보기 아까워서 동영상으로남기기,2020-03-27,0,Yongin,[]
590,#코로나집콕의후유증#코로나후유증#집콕의후유증집콕만 했더니 뒷일 생각도 안하고 모래에 눕고 바닷물에 철퍼덕,2020-03-27,12,,"['#코로나집콕의후유증', '#코로나후유증', '#집콕의후유증집콕만']"
591,#프로사부작러#동백이가방#부산동백이#손뜨개클러치#집순이의하루#코로나후유증혼자 안감 손바느질에 지퍼에. . . #한숨수천번#세탁소가야지#안감달다#홧병올판,2020-03-27,26,,"['#프로사부작러', '#동백이가방', '#부산동백이', '#손뜨개클러치', '#집순이의하루', '#코로나후유증혼자', '#한숨수천번', '#세탁소가야지', '#안감달다', '#홧병올판']"
592,_오늘의 점심밖에 못나간 후유증입 맛없다.배는채우자....#lunchmenu#씨리얼#바나나파운드케이크 #협찬상품#호랑이기운이솟아나요🐯#그물망초코#한양밀크#다이어트노노#단거땡겨#배채우기용#코로나후유증,2020-03-27,10,,"['#lunchmenu', '#씨리얼', '#바나나파운드케이크', '#협찬상품', '#호랑이기운이솟아나요🐯', '#그물망초코', '#한양밀크', '#다이어트노노', '#단거땡겨', '#배채우기용', '#코로나후유증']"
577,"코로나 후유증으류 용지호수에 꽃심기..아빠랑 꽃에 물주러 가자!아빠 꽃은 어디갔어??헐!!! 꽃이 사라졌다... 사..상이야 꽃에 뿌리가 많이 나면 걸어갈 수도 이..있어.. 걸어서 갔나봐...팻말은 회수 ㅠ 또심으러 가자!!! 아무도 모르는 곳에아가들과 산책갈 수 있어 너무 좋다^^아빠가 많이 못놀아줘서 미안하고, 건강하게 자라줘서 고마워^^#코로나후유증 #용지호수 #꽃심기 #나무심기",2020-03-28,70,용지호수,"['#코로나후유증', '#용지호수', '#꽃심기', '#나무심기']"
578,누백이 최고👍황송하게 김재이도 잘먹음#누릉지닭백숙 #밥통버튼만누르면완성 #코로나후유증 #자꾸요리중,2020-03-28,12,,"['#누릉지닭백숙', '#밥통버튼만누르면완성', '#코로나후유증', '#자꾸요리중']"
579,#코로나후유증#남매스타그램,2020-03-28,83,"Busan, South Korea","['#코로나후유증', '#남매스타그램']"
580,코로나로 아이들과 집콕이 장기화되면서점프는 기본 넘치는 에너지를 주체하지못하는 아이들의소음.. 그 소음에 소리지르는 히스테리적 내목소리가 더욱 크게 느껴질 무렵 층간소음으로 고통받고 계실밑에 층 아주머니께 민망한 마음에 얼굴은 못뵙고 손편지와 영양제를 선물했더니 오늘 현관문밖에 아이들 간식과 답장편지가 놓여있었다.코로나로 어려운 시기에 이런 따뜻한 이웃주민과 한 곳에 살고있음에 다시한번 감사함을 느낀다.#코로나후유증 #뜀박질5세 #5살동생과 쌈질하는 10살 #감사한이웃주민 #층간소음감사편지 #감사한하루#함께이겨내자 #더조심할게요,2020-03-28,14,,"['#코로나후유증', '#뜀박질5세', '#5살동생과', '#감사한이웃주민', '#층간소음감사편지', '#감사한하루', '#함께이겨내자', '#더조심할게요']"
581,#딸맞니 #천하장사 #코로나후유증 집에만 있으니 힘을 주체를 못하고내복을 다 뜯어 먹네😱,2020-03-28,37,,"['#딸맞니', '#천하장사', '#코로나후유증']"
582,화~악 찐자 구제방지 프로젝트ㆍ2kg이상 감량시 50%  sale1만원캐쉬백 ㆍ역대급 프로모션어차피 뺄살모두 도오전~~~~ #여름맞이다이어트 #확찐자되는중 #코로나후유증#팀에셀#96기온라인 도전다이어트#뭉치면빠진다#잘먹잘빠 #당고개점핑,2020-03-28,12,,"['#여름맞이다이어트', '#확찐자되는중', '#코로나후유증', '#팀에셀', '#96기온라인', '#뭉치면빠진다', '#잘먹잘빠', '#당고개점핑']"
583,#트롯신이떴다 푹빠진 7살형아🤤어제 잠도안자고 재방송본다고 11시에 눈 꿈뻑꿈뻑하면서 🤣💞 슈퍼맨이돌아왔다 도경완장윤정편을 그렇게보면서 장윤정이 연우엄마인줄 꿈에도모르고 초혼부르는모습에 푹빠져서 ㅋㅋㅋ 노래외울거라며🤣🤣 내아들아니랄까봐 나닮아서 노래잘하는사람 좋아하네🤣재방송계속 언제하냐고 보고싶다고 하루에도 수십번얘기하는중..🤢..#집콕후유증 #코로나후유증 #트롯신이떴다후유증#7살 #아들 #아들맘 #애둘맘 #육아 #집콕,2020-03-28,16,,"['#트롯신이떴다', '#집콕후유증', '#코로나후유증', '#트롯신이떴다후유증', '#7살', '#아들', '#아들맘', '#애둘맘', '#육아', '#집콕']"
584,..요거 하나면 며칠 순삭 가능할 듯!!다다음주 등원은 가능한 것인가ㅠ_ㅜ매일 아이들 시간 때울것과나 먹을 것들 주문하느라 바쁨ㅋㅋㅋ..요것도 장바구니에 담았던 #종이집 인데이사전에 하나 정리한지 얼마 안돼 패스~!했는데.친한언니가 공구를 @_@사야하나 사야하나 다시 갈등 중ㅎㅎ심지어 내 장바구니에 담을 때도저렴하다 생각했는데 공구가가 더 저렴함ㅎㅎㅎ...필요한 분은  @gunius_joo 프로필링크로~!!!언니네는 직접 사용중이니피드서 후기 직접 확인 가능함돠~~@gunius_joo...#anbox #마이하우스종이집 #강추 #코로나후유증 #플레이하우스 #미술놀이 #엄마표미술 #방콕중 #오늘이무슨요일인고 #집콕의한계 #또뭘하나 #스몰월드까지도전할생각 #뭐든하자 #주말맞나요 #독박중 #저녁뭐먹지 #엄마자유시간보장 #가출하고싶다 #ㅋㅋㅋㅋㅋㅋㅋ,2020-03-28,60,,"['#종이집', '#anbox', '#마이하우스종이집', '#강추', '#코로나후유증', '#플레이하우스', '#미술놀이', '#엄마표미술', '#방콕중', '#오늘이무슨요일인고', '#집콕의한계', '#또뭘하나', '#스몰월드까지도전할생각', '#뭐든하자', '#주말맞나요', '#독박중', '#저녁뭐먹지', '#엄마자유시간보장', '#가출하고싶다', '#ㅋㅋㅋㅋㅋㅋㅋ']"
585,#은하공주2탄 #백설공주크레용팝버전 #코로나후유증 #투머치공주 #일상 #삶 #아빠육아,2020-03-28,12,,"['#은하공주2탄', '#백설공주크레용팝버전', '#코로나후유증', '#투머치공주', '#일상', '#삶', '#아빠육아']"
565,#16개월아들램#황금개띠맘#일요일#일상이되어버린#집콕육아#코로나후유증#아들도#장발남😅#하루세끼집밥🍚 #메뉴고민🤔 #확찐자되는중🐷 #늘어나는#유학생확진자#두려워말자👊 #나떨고있니😂#기도합시다🙏🏻 #세계평화💚..주말동안유학생코로나확진자가동네에서계속나오고있어서그나마즐겼던동네마실도조심스러워졌다🤦‍♀️이대로괜찮은건지..🤷‍♀️답답한아들램이요즘아기띠를끌고다니며아빠한테해달라고..나한텐해달라고안하는데꼭아빠한테만진정효자 👍ㅋ집테라스에새가놀러오기만을기다리는아들램보면맴찢..조금만참자 곧 좋은날이올거야!!.매일쉴사이없이돌아가는세탁기 건조기 오븐 소독기 니네도수고가많다 🤪,2020-03-29,0,강남구 도곡동,"['#16개월아들램', '#황금개띠맘', '#일요일', '#일상이되어버린', '#집콕육아', '#코로나후유증', '#아들도', '#장발남😅', '#하루세끼집밥🍚', '#메뉴고민🤔', '#확찐자되는중🐷', '#늘어나는', '#유학생확진자', '#두려워말자👊', '#나떨고있니😂', '#기도합시다🙏🏻', '#세계평화💚..주말동안유학생코로나확진자가동네에서계속나오고있어서그나마즐겼던동네마실도조심스러워졌다🤦\u200d♀️이대로괜찮은건지..🤷\u200d♀️답답한아들램이요즘아기띠를끌고다니며아빠한테해달라고..나한텐해달라고안하는데꼭아빠한테만진정효자']"
566,#코로나후유증 #말리지마 #표정부자..확~~찌다가 돼지될판..쉐킷쉐킷~ 흔들어 재껴~ 항~~상 맨정신임이런 내가 감당 안된다는 똥그래미아부지🤣🤣..#losecontrol #dance #hobby #dancelove #diet #다이어트 #댄스 #취미 #daily #ootd #일상 #dancing #life #소통 #공감 #followers #흥부자 #instadance #좋아요 #likeforlikeback #momlife #맘스타그램 #instalove,2020-03-29,0,,"['#코로나후유증', '#말리지마', '#표정부자..확~~찌다가', '#losecontrol', '#dance', '#hobby', '#dancelove', '#diet', '#다이어트', '#댄스', '#취미', '#daily', '#ootd', '#일상', '#dancing', '#life', '#소통', '#공감', '#followers', '#흥부자', '#instadance', '#좋아요', '#likeforlikeback', '#momlife', '#맘스타그램', '#instalove']"
567,#코로나후유증 #말리지마 #표정부자..확~~찌다가 돼지될판..쉐킷쉐킷~ 흔들어 재껴~ 항~~상 맨정신임이런 내가 감당 안된다는 똥그래미아부지🤣🤣..#아무노래챌린지 #anysong #challenge #dance #hobby #dancelove #다이어트 #댄스 #취미 #daily #ootd #일상 #dancing #diet #life #소통 #공감 #followers #흥부자 #likeforlikeback #momlife #맘스타그램 #지코가석자,2020-03-29,0,,"['#코로나후유증', '#말리지마', '#표정부자..확~~찌다가', '#아무노래챌린지', '#anysong', '#challenge', '#dance', '#hobby', '#dancelove', '#다이어트', '#댄스', '#취미', '#daily', '#ootd', '#일상', '#dancing', '#diet', '#life', '#소통', '#공감', '#followers', '#흥부자', '#likeforlikeback', '#momlife', '#맘스타그램', '#지코가석자']"
568,철저히 혼자인.온전하게 이혜림 일 수 있는 시간이 너무 부족하다..... 내 선택을 후회하지않기위해최선을 다한 최고의 결과를 내겠다.자신했었는데내 일에 최선을 다할 시간도 에너지도 너무 부족해서이따금씩 그 선택을 후회하게되는데그 사실이 너무나도 싫다😩#멘탈나감 #코로나후유증 #면접후유증 #중증합병증 #이러다정신병걸릴듯#나어떡함 #어떡하긴뭘어떡해다시정신차리고직진해야지 #정신차려이아줌마야,2020-03-29,27,,"['#멘탈나감', '#코로나후유증', '#면접후유증', '#중증합병증', '#이러다정신병걸릴듯', '#나어떡함', '#어떡하긴뭘어떡해다시정신차리고직진해야지', '#정신차려이아줌마야']"
569,#비봉산#꽃놀이친정 집 맞은편에있는 정자에 엄마와 꽃놀이 왔어요~~^^*#3대 가 말이지요~^^#오늘날씨맑음 이네요세상은 어지러운데 우리들 마음은 모른채 바뀐 계절은 너무나 아름답네요...#일상#코로나후유증#코로나조심,2020-03-29,29,,"['#비봉산', '#꽃놀이친정', '#3대', '#오늘날씨맑음', '#일상', '#코로나후유증', '#코로나조심']"
570,.입학도 못하고나가지도 못하고집에만 갇혀서.......이러고 노시나봐요ㅜ#코로나후유증#이상한행동발생#내휴대폰이다#마#내꺼건들지말라고#엉#확#마#이와중에도#귀여움터짐,2020-03-29,36,,"['#코로나후유증', '#이상한행동발생', '#내휴대폰이다', '#마', '#내꺼건들지말라고', '#엉', '#확', '#마', '#이와중에도', '#귀여움터짐']"
571,"공부에 손 떼신지 오래고코로나로 집콕하며 핸드폰과 혼연일체되신 유닐님보다 못한 남편의 극약처방~!! 무조건 하루에 1시간 독서! 못할시 집에서 퇴출!!! ㅋㅋㅋ사춘기 아드님께..옴팡 용감하기도 하시지~생각외로 거부감 없이 잘 따라와주는 유닐님이시다.~!!!집 나가면 고생이란걸 너무 빨리 아시었으. ㅋㅋ우린 일주일씩 걸리는 책을 하루 1시간 독서에 이틀 사이 읽어 버리고 있다.역쒸 어릴적 독서광이던 뒷심이 발휘되는 듯~! 지식이 얕고도 넓은 아이..ㅋㅋ책 읽는 꼬라지는 이래뵈도 나는 손도 못대는 삼국지 시리즈를 열심히 읽고 아빠와 얘기를 나눈다.오홀~!!!! 기특하기도 하고, 대견하기도 하고,간만에 큰 놈 칭찬을 다해보는 기적이 일어나는 밤. ㅋㅋ코로나가 참 많은걸 바꿔놓았어.넌 지적으로 난 확찐자로~#독서의힘#코로나후유증#큰아들칭찬_이런날도#꼬라지는이래뵈도_머리엔남는것이#독서_자세는_중요하지_않아요",2020-03-29,35,,"['#독서의힘', '#코로나후유증', '#큰아들칭찬_이런날도', '#꼬라지는이래뵈도_머리엔남는것이', '#독서_자세는_중요하지_않아요']"
572,".우린 만난거야..👉🏻👈🏻...그치? 바라만보다왔지만, 우린 함께했던거야#일상#딸스타그램#전북창의체험관 #코로나후유증#가깝고도먼려원#서성이다🚶‍♀️",2020-03-29,23,,"['#일상', '#딸스타그램', '#전북창의체험관', '#코로나후유증', '#가깝고도먼려원', '#서성이다🚶\u200d♀️']"
573,먹고쓸고ㅠㅠ...#배늘리지말자#코로나후유증#오뎅스무개#김밥석줄#평화로#체체체,2020-03-29,49,평화로,"['#배늘리지말자', '#코로나후유증', '#오뎅스무개', '#김밥석줄', '#평화로', '#체체체']"
574,• #오늘은뭐하고놀지아침에 눈뜨면 하는소리_.#코로나후유증,2020-03-29,78,오늘나는애월,"['#오늘은뭐하고놀지아침에', '#코로나후유증']"
575,• #팔자좋다요즘은 맨날 내복바람 & 태블릿😩#코로나후유증#집콕육아,2020-03-29,78,오늘나는애월,"['#팔자좋다요즘은', '#코로나후유증', '#집콕육아']"
576,.개학 또 연기될것같다는데.....#코로나19 #개학연기#말잘듣자 #예민한시기#코로나후유증#유머 #재미 #웃음,2020-03-29,27,,"['#코로나19', '#개학연기', '#말잘듣자', '#예민한시기', '#코로나후유증', '#유머', '#재미', '#웃음']"
558,#전쟁놀이 #8세아들작품 #감정정화중일하고 있는동안 치료실에서 전쟁피규어로 한참 전쟁놀이를 하던 아들.. 핸드폰으로 언제 찍어놨니? #코로나후유증 #네마음이 #전쟁터구나 #답답한마음#등산이라도 #가자꾸나 #훌쩍 #떠나고싶은 #3월,2020-03-30,13,,"['#전쟁놀이', '#8세아들작품', '#감정정화중일하고', '#코로나후유증', '#네마음이', '#전쟁터구나', '#답답한마음', '#등산이라도', '#가자꾸나', '#훌쩍', '#떠나고싶은', '#3월']"
559,월요일 저녁은 불고기덮밥과 샐러드..월요일부터 단품요리ㅋㅋ어쩔수 없음 주말 후유증~~#일상 #일상기록 #데일리 #가족 #월요일 #저녁메뉴 #불고기덮밥#코로나후유증#밥하기싫음,2020-03-30,18,수지어딘가,"['#일상', '#일상기록', '#데일리', '#가족', '#월요일', '#저녁메뉴', '#불고기덮밥', '#코로나후유증', '#밥하기싫음']"
560,또다시.. 눈두덩이가 하루종일 파르르 떨린다ㅜㅜ힝..불편해..😢...#두달 #가정보육 #코로나후유증 #두아들맘#저녁밥상 #아이밥상 #맨디밥상 #유아식판식 #집밥#반찬 #돈육간장불고기,2020-03-30,39,,"['#두달', '#가정보육', '#코로나후유증', '#두아들맘', '#저녁밥상', '#아이밥상', '#맨디밥상', '#유아식판식', '#집밥', '#반찬', '#돈육간장불고기']"
561,"쭈꾸미 깨끗이 손질하고 이쁘게 데치기.쭈꾸미가 제쳘이라 네이버 검색질..🤗..후기 좋은 ""충남태안 이희 "" 푸드윈도에서 날아왔는데..동영상 편집때 꼬막시킨  거거수산이랑 헷갈렸습니다.ㅜㅜ..32마리중 27마리가 알이 들었더라구요😙😙누가보면 친인척 택배인줄..🤗🤗..뻘이랑 내장은...쩜 그래서 깨끗이 손질하는 법 올렸습니다..쭈꾸미 머리는 잘라 손질하고 따로 살짝 쪘습니다...아들 자취음식에 싸주려고 살짝데쳐 다리잘라 냉동도 했네요🤗🤗..#쭈꾸미 #알쭈꾸미 #쭈꾸미맛집 #코로나현장 #집콕템 #먹스타그램 #먹어야지 #먹어도먹어도배고파 #코로나후유증 #koreanfood #koreanfoods #wefootoctopus",2020-03-30,0,,"['#쭈꾸미', '#알쭈꾸미', '#쭈꾸미맛집', '#코로나현장', '#집콕템', '#먹스타그램', '#먹어야지', '#먹어도먹어도배고파', '#코로나후유증', '#koreanfood', '#koreanfoods', '#wefootoctopus']"
562,"🆂🅾🅼🅸 +559#정신줄놓지마 #코로나후유증 #그거다람쥐통아니얔ㅋㅋㅋㅋ#건조기안에서빙글빙글_엄마속은부글부글코로나를 피해서 건조기로 피신😔... -정작 밖에서 뛰 놀아야할 너희는 집에서 감옥 아닌 감옥을 경험하며 지내는데.. 여행 못다녕 환장해신가?! 정신나간 어떤 으른이 또 자가격리 안하고.. 해외 갔다가 제주 여행와서 마스크도 안하고.. 이것 저곳을... 😑 화난다, 화가 나!! -제대 병원 음압병상에 엄빠들 혈세로 편하게 누워있는 정신나간 9번째 확진자.. 그 양심없는 이기주의자만 생각하면 또. 막... -화가 치밀어.. 병이 날 지경이구나 ㅜㅜ🤬🤬🤬🤬🤬🤬 -#양심좀있어라#마스크왜안하고쳐돌아다니니#자가격리모르니#이시국에해외여행이라니_그것도남미#집에갈것이지_제주도는왜쳐왔니#니돈내고치료받으세요 #제주도모녀사건#너는더나쁘다_마스크미착용자#홧병 #스트레스 #이기주의자 #무뇌충극혐 #용서가안된다 #코로나집콕기간 #제주도지사님은모하시는거에요 #홧병주의",2020-03-30,0,,"['#정신줄놓지마', '#코로나후유증', '#그거다람쥐통아니얔ㅋㅋㅋㅋ', '#건조기안에서빙글빙글_엄마속은부글부글코로나를', '#양심좀있어라', '#마스크왜안하고쳐돌아다니니', '#자가격리모르니', '#이시국에해외여행이라니_그것도남미', '#집에갈것이지_제주도는왜쳐왔니', '#니돈내고치료받으세요', '#제주도모녀사건', '#너는더나쁘다_마스크미착용자', '#홧병', '#스트레스', '#이기주의자', '#무뇌충극혐', '#용서가안된다', '#코로나집콕기간', '#제주도지사님은모하시는거에요', '#홧병주의']"
563,..#격렬하게아무것도안하고싶다 #격렬하게혼자있고싶다 ..#코로나후유증 #개학연기후유증 #삼시세끼후유증 #집콕후유증😱,2020-03-30,16,,"['#격렬하게아무것도안하고싶다', '#격렬하게혼자있고싶다', '#코로나후유증', '#개학연기후유증', '#삼시세끼후유증', '#집콕후유증😱']"
564,🙄..손으로 밥 먹는 애...인도 음식이라 손으로 먹는건가?카레를 줘여하나....🤷‍♀️집에 있고부터 박스만 보면 흥분...택배만 보면 흥분하는........#코로나후유증 #개집만들기프로젝트 #브런치 는 #인도음식 처럼 맨손으로 먹긔.월요일이 시작되었돠 쟈 일주일동안 뭐하징 🤔#코로나휴업 #월요일,2020-03-30,36,,"['#코로나후유증', '#개집만들기프로젝트', '#브런치', '#인도음식', '#코로나휴업', '#월요일']"
552,-오늘의 아미산청솔모보다 먼저다람쥐 가족 보고심지어 고라니도 봄 😆-#아미산 #오늘은 #아미동물원 #하산후주차장 #차많은거실화냐 #고라니보고놀라서 #고로나라고외친건 #안비밀 #신형갤럭시를 #신종갤럭시라고한것도 #안비밀 #코로나후유증 #이래저래귀여운 #시크릿주주언니들 #그럼2만🏃‍♀️,2020-03-31,57,,"['#아미산', '#오늘은', '#아미동물원', '#하산후주차장', '#차많은거실화냐', '#고라니보고놀라서', '#고로나라고외친건', '#안비밀', '#신형갤럭시를', '#신종갤럭시라고한것도', '#안비밀', '#코로나후유증', '#이래저래귀여운', '#시크릿주주언니들', '#그럼2만🏃\u200d♀️']"
553,#참치김밥#과남은재료김밥#김밥헤븐이모님사앙해야#파는건이유가있음#집밥이슨생#코로나후유증#집순이의하루,2020-03-31,33,,"['#참치김밥', '#과남은재료김밥', '#김밥헤븐이모님사앙해야', '#파는건이유가있음', '#집밥이슨생', '#코로나후유증', '#집순이의하루']"
